VCD info: dumpfile test.vcd opened for output.
pc: 0xxxxx ; opcode: xxxxxxx ; funct3: xxx ; funct7: xxxxxxx, a: xxxxxxxx ; b: xxxxxxxx ; op: x ; alu_out: xxxxxxxx ; ra: xxxxxxxx ; sp: xxxxxxxx ; a0: xxxxxxxx ; mem_rd_data: xxxxxxxx ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x015c ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0160 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 7b80 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0160 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0164 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 7b7c ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0164 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0164 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: fffffaf0 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0168 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffbb0 ; b: 00000000 ; op: 0 ; alu_out: fffffbb0 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0168 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: fffffbb0 ; b: 00000000 ; op: 0 ; alu_out: fffffbb0 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x016c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008068 ; b: 00000000 ; op: 1 ; alu_out: 00008068 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0068 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x016c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008068 ; b: 00000000 ; op: 1 ; alu_out: 00008068 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 48692120 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000020
pc: 0x016c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008068 ; b: 00000000 ; op: 1 ; alu_out: 00008068 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x016c ; opcode: 1100011 ; funct3: 000 ; funct7: 0010011, a: 00008068 ; b: 00000000 ; op: 1 ; alu_out: 00008068 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0170 ; opcode: 1100011 ; funct3: 000 ; funct7: 0010011, a: 00000020 ; b: 00000000 ; op: 1 ; alu_out: 00000020 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0170 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000020 ; b: 00000000 ; op: 1 ; alu_out: 00000020 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0174 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: ffffffc4 ; b: 00000000 ; op: 0 ; alu_out: ffffffc4 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0178 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000000 ; b: 00000000 ; op: 0 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0178 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000001, a: 00000000 ; b: 00000000 ; op: 0 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x017c ; opcode: 0010011 ; funct3: 000 ; funct7: 0000001, a: 00000000 ; b: 00000025 ; op: 0 ; alu_out: 00000025 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x017c ; opcode: 1100011 ; funct3: 000 ; funct7: 0000010, a: 00000000 ; b: 00000025 ; op: 0 ; alu_out: 00000025 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0180 ; opcode: 1100011 ; funct3: 000 ; funct7: 0000010, a: 00000020 ; b: 00000025 ; op: 1 ; alu_out: 00000045 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0180 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: 00000020 ; b: 00000025 ; op: 1 ; alu_out: 00000045 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0184 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: fffffbb0 ; b: 00000020 ; op: 1 ; alu_out: fffffbd0 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 7bb0 ; mem_wr_data: 00000020 ; load_out: 00000000
pc: 0x0184 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: fffffbb0 ; b: 00000020 ; op: 1 ; alu_out: fffffbd0 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0184 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffbb0 ; b: 00000020 ; op: 1 ; alu_out: fffffbd0 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0188 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffbb0 ; b: 00000001 ; op: 0 ; alu_out: fffffbb1 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x018c ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00008068 ; b: 00000001 ; op: 0 ; alu_out: 00008069 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0190 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000000 ; b: 00000001 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0190 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00000000 ; b: 00000001 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008069 ; b: 00000000 ; op: 1 ; alu_out: 00008069 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0069 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008069 ; b: 00000000 ; op: 1 ; alu_out: 00008069 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008069 ; b: 00000000 ; op: 1 ; alu_out: 00008069 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 1100011 ; funct3: 001 ; funct7: 1111111, a: 00008069 ; b: 00000000 ; op: 1 ; alu_out: 00008069 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0198 ; opcode: 1100011 ; funct3: 001 ; funct7: 1111111, a: 00000000 ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0198 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: 00000000 ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x019c ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: fffffbb1 ; b: 00000000 ; op: 1 ; alu_out: fffffbb1 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 7bb1 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x019c ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: fffffbb1 ; b: 00000000 ; op: 1 ; alu_out: fffffbb1 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x019c ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffbb1 ; b: 00000000 ; op: 1 ; alu_out: fffffbb1 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01a0 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000001 ; b: 00000000 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: fffffbb0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01a0 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000001 ; b: 00000000 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01a0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: 00000001 ; b: 00000000 ; op: 0 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01a4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b9c ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01a4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 0000042c ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 0000042c
pc: 0x01a4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01a8 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: fffffbb1 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b98 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01a8 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: fffffbb1 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01a8 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: fffffbb1 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01ac ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b94 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01ac ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01ac ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b90 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01b0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000101, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b8c ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01b4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b8 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b88 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01b8 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01b8 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01bc ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b84 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01bc ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01bc ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01c0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b80 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01c0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01c0 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01c4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7b7c ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01c4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01c4 ; opcode: 0000011 ; funct3: 010 ; funct7: 0000100, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x01c4 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000101, a: fffffaf0 ; b: ffffffc4 ; op: 1 ; alu_out: fffffab4 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01c8 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000101, a: fffffaf0 ; b: 000000b0 ; op: 0 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffaf0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01c8 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000101, a: fffffaf0 ; b: 000000b0 ; op: 0 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x01c8 ; opcode: 1100111 ; funct3: 000 ; funct7: 0000000, a: fffffaf0 ; b: 000000b0 ; op: 0 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x042c ; opcode: 1100111 ; funct3: 000 ; funct7: 0000000, a: 0000042c ; b: 00000000 ; op: 1 ; alu_out: 0000042c ; ra: 0000042c ; sp: fffffba0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x042c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 0000042c ; b: 00000000 ; op: 1 ; alu_out: 0000042c ; ra: 0000042c ; sp: fffffba0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0430 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: fffffba0 ; b: 00000000 ; op: 1 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000001 ; mem_rd_data: 78030000 ; mem_addr: 7bb0 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0430 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: fffffba0 ; b: 00000000 ; op: 1 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000001 ; mem_rd_data: 00000020 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000020
pc: 0x0430 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: fffffba0 ; b: 00000000 ; op: 1 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0430 ; opcode: 1100011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000000 ; op: 1 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0434 ; opcode: 1100011 ; funct3: 000 ; funct7: 0000000, a: 00000020 ; b: 00000000 ; op: 1 ; alu_out: 00000020 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0434 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000020 ; b: 00000000 ; op: 1 ; alu_out: 00000020 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0438 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000011 ; op: 0 ; alu_out: fffffbb1 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0438 ; opcode: 1101111 ; funct3: 000 ; funct7: 0000010, a: fffffba0 ; b: 00000011 ; op: 0 ; alu_out: fffffbb1 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0490 ; opcode: 1101111 ; funct3: 000 ; funct7: 0000010, a: 00000000 ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0490 ; opcode: 1101111 ; funct3: 000 ; funct7: 0000010, a: 00000000 ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000043c ; sp: fffffba0 ; a0: 00000020 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
